	method	hs	complet_score	v_score	adj_rand_index	adj_mutual_info	fm_score	calinski_harabaz_score	cosine_silhouette_score	euclidean_silhouette_score	tpr	fpr	fdr	acc	tn	fp	fn	tp	cells_count	genes_count	fc	replication	cells	genes	len_mod_and_var_genes	modification_method	clustering_method	randomize_cells_labels	matching_genes	other_params	pca_components	knn_neighbours	knn_radius	knn_algorithm	knn_leaf_size	knn_distance_metric	knn_p	kmeans_clusters	scale_kmeans	tsne_components	tsne_perplexity	corr_method	hvg_cut_off	input_data_dim	input_fname	bin_start	bin_end	protocol	meanTopExpressedGenes	nTopGenes	post_mod_genes	genes_in_all_cells	spike_ins_pattern	normalization_method	nTopVarRemovedGenes
0	pca_tsne	0.7582766571931678	0.7637954966984674	0.7610260716417302	0.7995558023320377	0.7512622143999649	0.8950412845779243	32.339128071651494	0.7185832858085632	0.5453020334243774	0.9	0.0	0.0	0.95	10	0	1	9	10	20	5.0	rep1	"['SmartSeq2A_B5' 'SmartSeq2A_F1' 'SmartSeq2A_G9' 'SmartSeq2A_B1'
 'SmartSeq2A_E11' 'SmartSeq2A_D1' 'SmartSeq2A_A5' 'SmartSeq2A_G6'
 'SmartSeq2A_H10' 'SmartSeq2A_B11']"	['ENSMUSG00000050471', 'ENSMUSG00000022769', 'ENSMUSG00000037316', 'ENSMUSG00000002329', 'ENSMUSG00000078521', 'ENSMUSG00000042389', 'ENSMUSG00000022325', 'ENSMUSG00000064372', 'ENSMUSG00000015776', 'ENSMUSG00000070730', 'ENSMUSG00000028591', 'ENSMUSG00000022552', 'ENSMUSG00000031969', 'ENSMUSG00000036188', 'ENSMUSG00000032977', 'ENSMUSG00000028669', 'ENSMUSG00000021133', 'ENSMUSG00000030095', 'ENSMUSG00000002885', 'ENSMUSG00000081640', 'ENSMUSG00000096403']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000029462', 'ENSMUSG00000021771', 'ENSMUSG00000008373', 'ENSMUSG00000006412', 'ENSMUSG00000020547', 'ENSMUSG00000021484', 'ENSMUSG00000044894', 'ENSMUSG00000027133', 'ENSMUSG00000020869', 'ENSMUSG00000022797', 'ENSMUSG00000019814', 'ENSMUSG00000056167', 'ENSMUSG00000052798', 'ENSMUSG00000020471', 'ENSMUSG00000022312', 'ENSMUSG00000025204', 'ENSMUSG00000024646', 'ENSMUSG00000032187', 'ENSMUSG00000061315', 'ENSMUSG00000013629', 'ENSMUSG00000014195']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.5310044064107186	0.5310044064107186	0.5310044064107186	0.62	0.5119441068099034	0.7999999999999999	11.236231889414153	0.5989835858345032	0.3363146185874939	0.9	0.1	0.1	0.9	9	1	1	9	10	20	5.0	rep2	"['SmartSeq2A_G8' 'SmartSeq2A_G1' 'SmartSeq2A_F1' 'SmartSeq2A_F3'
 'SmartSeq2A_E6' 'SmartSeq2A_E12' 'SmartSeq2A_G2' 'SmartSeq2A_G5'
 'SmartSeq2A_E7' 'SmartSeq2A_E10']"	['ENSMUSG00000074582', 'ENSMUSG00000033669', 'ENSMUSG00000031482', 'ENSMUSG00000084403', 'ENSMUSG00000024096', 'ENSMUSG00000037278', 'ENSMUSG00000048874', 'ENSMUSG00000025050', 'ENSMUSG00000024217', 'ENSMUSG00000015776', 'ENSMUSG00000055296', 'ENSMUSG00000023307', 'ENSMUSG00000028955', 'ENSMUSG00000069045', 'ENSMUSG00000027332', 'ENSMUSG00000032869', 'ENSMUSG00000028669', 'ENSMUSG00000039382', 'ENSMUSG00000055319', 'ENSMUSG00000002320', 'ENSMUSG00000020522']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000002319', 'ENSMUSG00000029328', 'ENSMUSG00000028618', 'ENSMUSG00000020585', 'ENSMUSG00000041841', 'ENSMUSG00000057561', 'ENSMUSG00000078440', 'ENSMUSG00000029649', 'ENSMUSG00000037364', 'ENSMUSG00000067194', 'ENSMUSG00000029578', 'ENSMUSG00000034032', 'ENSMUSG00000021116', 'ENSMUSG00000027671', 'ENSMUSG00000039756', 'ENSMUSG00000029363', 'ENSMUSG00000022391', 'ENSMUSG00000006932', 'ENSMUSG00000024974', 'ENSMUSG00000001472', 'ENSMUSG00000002844']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	2.372753466642801	0.297044575214386	0.18275710940361023	0.8	0.2	0.2	0.8	8	2	2	8	10	5	3.0	rep1	"['SmartSeq2A_D5' 'SmartSeq2A_H7' 'SmartSeq2A_B1' 'SmartSeq2A_D3'
 'SmartSeq2A_E11' 'SmartSeq2A_G3' 'SmartSeq2A_H10' 'SmartSeq2A_B2'
 'SmartSeq2A_D9' 'SmartSeq2A_A5']"	['ENSMUSG00000070708', 'ENSMUSG00000000325', 'ENSMUSG00000022325', 'ENSMUSG00000040859', 'ENSMUSG00000046364', 'ENSMUSG00000039680']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000029250', 'ENSMUSG00000031078', 'ENSMUSG00000032435', 'ENSMUSG00000035325', 'ENSMUSG00000005378', 'ENSMUSG00000063696']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.21409496135351602	0.22920702632042245	0.22139341039056704	0.21227197346600338	0.1880761570257249	0.6038596398555418	0.26373890447608245	-0.02028047852218151	-0.015008526854217052	0.9	0.4	0.31	0.75	6	4	1	9	10	5	3.0	rep2	"['SmartSeq2A_A11' 'SmartSeq2A_F3' 'SmartSeq2A_C6' 'SmartSeq2A_B6'
 'SmartSeq2A_G6' 'SmartSeq2A_F5' 'SmartSeq2A_F4' 'SmartSeq2A_H4'
 'SmartSeq2A_F8' 'SmartSeq2A_B1']"	['ENSMUSG00000020027', 'ENSMUSG00000025531', 'ENSMUSG00000025264', 'ENSMUSG00000022051', 'ENSMUSG00000000976', 'ENSMUSG00000024925']	3	multiplicative_modification_space	knn	False	['ENSMUSG00000041431', 'ENSMUSG00000019710', 'ENSMUSG00000025135', 'ENSMUSG00000026034', 'ENSMUSG00000031935', 'ENSMUSG00000032458']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	1.6017132519074596e-16	1.6496341431327476e-16	1.625320549803663e-16	-0.05321507760532152	-0.04153855538824525	0.4566296511374095	1.7441905907620854	0.1804235726594925	0.05581032112240791	0.6	0.6	0.5	0.5	4	6	4	6	10	5	5.0	rep1	"['SmartSeq2A_B4' 'SmartSeq2A_E8' 'SmartSeq2A_G3' 'SmartSeq2A_B3'
 'SmartSeq2A_H8' 'SmartSeq2A_H5' 'SmartSeq2A_C8' 'SmartSeq2A_G2'
 'SmartSeq2A_A6' 'SmartSeq2A_C10']"	['ENSMUSG00000021451', 'ENSMUSG00000020255', 'ENSMUSG00000062234', 'ENSMUSG00000031565', 'ENSMUSG00000022841', 'ENSMUSG00000055296']	5	multiplicative_modification_space	knn	False	['ENSMUSG00000071054', 'ENSMUSG00000024099', 'ENSMUSG00000014195', 'ENSMUSG00000007050', 'ENSMUSG00000022394', 'ENSMUSG00000070544']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.1245112497836532	0.12823644219877584	0.12634639359704855	0.11529933481152992	0.09005608487733917	0.5436067275445352	11.99706547473945	0.5189498066902161	0.31616538763046265	0.6	0.2	0.25	0.7	8	2	4	6	10	5	5.0	rep2	"['SmartSeq2A_H10' 'SmartSeq2A_C8' 'SmartSeq2A_F10' 'SmartSeq2A_B11'
 'SmartSeq2A_H8' 'SmartSeq2A_A1' 'SmartSeq2A_H12' 'SmartSeq2A_G9'
 'SmartSeq2A_B12' 'SmartSeq2A_C2']"	['ENSMUSG00000033295', 'ENSMUSG00000040296', 'ENSMUSG00000049916', 'ENSMUSG00000003234', 'ENSMUSG00000070923', 'ENSMUSG00000023572']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000025580', 'ENSMUSG00000020547', 'ENSMUSG00000030536', 'ENSMUSG00000074476', 'ENSMUSG00000022354', 'ENSMUSG00000071646']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.11870910076930663	0.11870910076930663	0.11870910076930663	0.1133333333333334	0.08289283979709973	0.5333333333333332	0.5402443349689064	-0.03145390748977661	0.024939872324466705	0.7	0.3	0.3	0.7	7	3	3	7	10	10	3.0	rep1	"['SmartSeq2A_D11' 'SmartSeq2A_B6' 'SmartSeq2A_F7' 'SmartSeq2A_H4'
 'SmartSeq2A_A4' 'SmartSeq2A_H8' 'SmartSeq2A_E9' 'SmartSeq2A_A6'
 'SmartSeq2A_D5' 'SmartSeq2A_E11']"	['ENSMUSG00000020895', 'ENSMUSG00000041453', 'ENSMUSG00000031568', 'ENSMUSG00000027201', 'ENSMUSG00000022325', 'ENSMUSG00000070934', 'ENSMUSG00000028114', 'ENSMUSG00000039041', 'ENSMUSG00000050212', 'ENSMUSG00000037791', 'ENSMUSG00000002580']	5	multiplicative_modification_space	knn	False	['ENSMUSG00000020526', 'ENSMUSG00000035242', 'ENSMUSG00000002845', 'ENSMUSG00000027327', 'ENSMUSG00000000787', 'ENSMUSG00000049751', 'ENSMUSG00000018697', 'ENSMUSG00000020392', 'ENSMUSG00000060152', 'ENSMUSG00000037725', 'ENSMUSG00000063200']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	1.6017132519074596e-16	1.6496341431327476e-16	1.625320549803663e-16	-0.05321507760532152	-0.04153855538824527	0.4566296511374095	3.1270786656621343	0.1271612048149109	0.0783568024635315	0.4	0.4	0.5	0.5	6	4	6	4	10	10	3.0	rep2	"['SmartSeq2A_B5' 'SmartSeq2A_A7' 'SmartSeq2A_D10' 'SmartSeq2A_F5'
 'SmartSeq2A_F4' 'SmartSeq2A_E6' 'SmartSeq2A_E10' 'SmartSeq2A_D7'
 'SmartSeq2A_F3' 'SmartSeq2A_A8']"	['ENSMUSG00000024098', 'ENSMUSG00000029924', 'ENSMUSG00000027298', 'ENSMUSG00000018541', 'ENSMUSG00000026274', 'ENSMUSG00000022404', 'ENSMUSG00000029672', 'ENSMUSG00000038155', 'ENSMUSG00000015149', 'ENSMUSG00000022770', 'ENSMUSG00000038664']	4	multiplicative_modification_space	knn	False	['ENSMUSG00000020843', 'ENSMUSG00000015994', 'ENSMUSG00000020918', 'ENSMUSG00000026087', 'ENSMUSG00000038612', 'ENSMUSG00000007050', 'ENSMUSG00000027363', 'ENSMUSG00000022914', 'ENSMUSG00000020549', 'ENSMUSG00000010914', 'ENSMUSG00000024006']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.21409496135351602	0.22920702632042245	0.22139341039056704	0.21227197346600338	0.1880761570257249	0.6038596398555418	3.203255623418748	0.1691788136959076	0.10097525268793106	0.9	0.4	0.31	0.75	6	4	1	9	10	10	5.0	rep1	"['SmartSeq2A_F4' 'SmartSeq2A_C3' 'SmartSeq2A_D8' 'SmartSeq2A_C2'
 'SmartSeq2A_H6' 'SmartSeq2A_H7' 'SmartSeq2A_E6' 'SmartSeq2A_H8'
 'SmartSeq2A_H5' 'SmartSeq2A_F3']"	['ENSMUSG00000027546', 'ENSMUSG00000023027', 'ENSMUSG00000028247', 'ENSMUSG00000020993', 'ENSMUSG00000005882', 'ENSMUSG00000021870', 'ENSMUSG00000036775', 'ENSMUSG00000043998', 'ENSMUSG00000029004', 'ENSMUSG00000019689', 'ENSMUSG00000018449']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000027808', 'ENSMUSG00000025381', 'ENSMUSG00000061479', 'ENSMUSG00000025142', 'ENSMUSG00000020585', 'ENSMUSG00000055302', 'ENSMUSG00000015092', 'ENSMUSG00000020739', 'ENSMUSG00000000384', 'ENSMUSG00000026926', 'ENSMUSG00000027673']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.19116495692878027	0.19255628119851664	0.191858096681472	0.20877290394225426	0.1588395066231408	0.5856442973164198	0.1526294477505895	-0.06188788264989853	-0.003977182321250439	0.7	0.2	0.22	0.75	8	2	3	7	10	10	5.0	rep2	"['SmartSeq2A_C2' 'SmartSeq2A_B8' 'SmartSeq2A_B11' 'SmartSeq2A_A7'
 'SmartSeq2A_B9' 'SmartSeq2A_D11' 'SmartSeq2A_D4' 'SmartSeq2A_C7'
 'SmartSeq2A_E10' 'SmartSeq2A_G5']"	['ENSMUSG00000004565', 'ENSMUSG00000021418', 'ENSMUSG00000020413', 'ENSMUSG00000041949', 'ENSMUSG00000038733', 'ENSMUSG00000036503', 'ENSMUSG00000018196', 'ENSMUSG00000079316', 'ENSMUSG00000020964', 'ENSMUSG00000013539', 'ENSMUSG00000032316']	11	multiplicative_modification_space	knn	False	['ENSMUSG00000044894', 'ENSMUSG00000006699', 'ENSMUSG00000021500', 'ENSMUSG00000049091', 'ENSMUSG00000065990', 'ENSMUSG00000024795', 'ENSMUSG00000040084', 'ENSMUSG00000030983', 'ENSMUSG00000021810', 'ENSMUSG00000028029', 'ENSMUSG00000027479']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.2958073480446822	0.3046574663367103	0.3001671872211768	0.3259423503325942	0.27109714316505207	0.6523280730534422	4.35506767949496	0.2521746754646301	0.18620866537094116	0.7	0.1	0.12	0.8	9	1	3	7	10	20	3.0	rep1	"['SmartSeq2A_B3' 'SmartSeq2A_G4' 'SmartSeq2A_G7' 'SmartSeq2A_F10'
 'SmartSeq2A_C4' 'SmartSeq2A_C6' 'SmartSeq2A_G1' 'SmartSeq2A_H12'
 'SmartSeq2A_G8' 'SmartSeq2A_G9']"	['ENSMUSG00000055835', 'ENSMUSG00000039458', 'ENSMUSG00000030970', 'ENSMUSG00000020257', 'ENSMUSG00000045658', 'ENSMUSG00000025272', 'ENSMUSG00000047777', 'ENSMUSG00000052423', 'ENSMUSG00000031799', 'ENSMUSG00000091747', 'ENSMUSG00000021831', 'ENSMUSG00000083992', 'ENSMUSG00000080893', 'ENSMUSG00000020190', 'ENSMUSG00000041638', 'ENSMUSG00000071226', 'ENSMUSG00000062198', 'ENSMUSG00000020692', 'ENSMUSG00000019889', 'ENSMUSG00000034194', 'ENSMUSG00000040725']	8	multiplicative_modification_space	knn	False	['ENSMUSG00000007338', 'ENSMUSG00000029920', 'ENSMUSG00000028809', 'ENSMUSG00000052488', 'ENSMUSG00000015748', 'ENSMUSG00000033793', 'ENSMUSG00000008475', 'ENSMUSG00000032212', 'ENSMUSG00000051316', 'ENSMUSG00000038845', 'ENSMUSG00000041891', 'ENSMUSG00000041958', 'ENSMUSG00000040771', 'ENSMUSG00000062169', 'ENSMUSG00000022394', 'ENSMUSG00000022914', 'ENSMUSG00000002844', 'ENSMUSG00000024309', 'ENSMUSG00000041408', 'ENSMUSG00000020775', 'ENSMUSG00000018379']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.39731260974948635	0.40020430436495247	0.3987532145992846	0.4619655746807329	0.3741878244747103	0.7182430061427789	2.517204336464883	0.15150988101959229	0.10666131973266602	0.9	0.2	0.18	0.85	8	2	1	9	10	20	3.0	rep2	"['SmartSeq2A_E12' 'SmartSeq2A_F6' 'SmartSeq2A_B9' 'SmartSeq2A_F7'
 'SmartSeq2A_B7' 'SmartSeq2A_F9' 'SmartSeq2A_A6' 'SmartSeq2A_G7'
 'SmartSeq2A_D8' 'SmartSeq2A_F1']"	['ENSMUSG00000001036', 'ENSMUSG00000047648', 'ENSMUSG00000041225', 'ENSMUSG00000037503', 'ENSMUSG00000027300', 'ENSMUSG00000072419', 'ENSMUSG00000040209', 'ENSMUSG00000026743', 'ENSMUSG00000019132', 'ENSMUSG00000042055', 'ENSMUSG00000088595', 'ENSMUSG00000000916', 'ENSMUSG00000036606', 'ENSMUSG00000027490', 'ENSMUSG00000022412', 'ENSMUSG00000071226', 'ENSMUSG00000022749', 'ENSMUSG00000027006', 'ENSMUSG00000028833', 'ENSMUSG00000028671', 'ENSMUSG00000021451']	8	multiplicative_modification_space	knn	False	['ENSMUSG00000004929', 'ENSMUSG00000017264', 'ENSMUSG00000037204', 'ENSMUSG00000059851', 'ENSMUSG00000022185', 'ENSMUSG00000031585', 'ENSMUSG00000078652', 'ENSMUSG00000032076', 'ENSMUSG00000018481', 'ENSMUSG00000034781', 'ENSMUSG00000030225', 'ENSMUSG00000028622', 'ENSMUSG00000021518', 'ENSMUSG00000020516', 'ENSMUSG00000028618', 'ENSMUSG00000030269', 'ENSMUSG00000027879', 'ENSMUSG00000043091', 'ENSMUSG00000027479', 'ENSMUSG00000006763', 'ENSMUSG00000022561']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.27807190511263674	0.27807190511263674	0.27807190511263674	0.3244444444444445	0.2487322567942153	0.6444444444444445	15.670382547230718	0.6276867389678955	0.3968343138694763	0.8	0.2	0.2	0.8	8	2	2	8	10	20	5.0	rep1	"['SmartSeq2A_D9' 'SmartSeq2A_D2' 'SmartSeq2A_A3' 'SmartSeq2A_G3'
 'SmartSeq2A_B2' 'SmartSeq2A_A6' 'SmartSeq2A_A4' 'SmartSeq2A_D11'
 'SmartSeq2A_F10' 'SmartSeq2A_C8']"	['ENSMUSG00000026921', 'ENSMUSG00000038290', 'ENSMUSG00000001105', 'ENSMUSG00000047731', 'ENSMUSG00000021756', 'ENSMUSG00000073775', 'ENSMUSG00000025572', 'ENSMUSG00000075415', 'ENSMUSG00000003500', 'ENSMUSG00000028483', 'ENSMUSG00000008435', 'ENSMUSG00000036327', 'ENSMUSG00000059981', 'ENSMUSG00000043998', 'ENSMUSG00000020973', 'ENSMUSG00000055024', 'ENSMUSG00000031310', 'ENSMUSG00000049470', 'ENSMUSG00000028879', 'ENSMUSG00000033487', 'ENSMUSG00000025016']	19	multiplicative_modification_space	knn	False	['ENSMUSG00000060475', 'ENSMUSG00000092203', 'ENSMUSG00000031781', 'ENSMUSG00000057421', 'ENSMUSG00000027852', 'ENSMUSG00000056076', 'ENSMUSG00000025785', 'ENSMUSG00000018042', 'ENSMUSG00000026260', 'ENSMUSG00000034349', 'ENSMUSG00000022024', 'ENSMUSG00000026209', 'ENSMUSG00000028884', 'ENSMUSG00000036678', 'ENSMUSG00000019814', 'ENSMUSG00000028062', 'ENSMUSG00000029066', 'ENSMUSG00000051695', 'ENSMUSG00000003779', 'ENSMUSG00000032078', 'ENSMUSG00000079614']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.39731260974948635	0.40020430436495247	0.3987532145992846	0.4619655746807329	0.3741878244747103	0.7182430061427789	2.724542909048905	0.07762537896633148	0.1223801001906395	0.9	0.2	0.18	0.85	8	2	1	9	10	20	5.0	rep2	"['SmartSeq2A_E4' 'SmartSeq2A_G3' 'SmartSeq2A_B8' 'SmartSeq2A_E11'
 'SmartSeq2A_F6' 'SmartSeq2A_B12' 'SmartSeq2A_A1' 'SmartSeq2A_F5'
 'SmartSeq2A_D1' 'SmartSeq2A_H2']"	['ENSMUSG00000020817', 'ENSMUSG00000062352', 'ENSMUSG00000036285', 'ENSMUSG00000015357', 'ENSMUSG00000039990', 'ENSMUSG00000032594', 'ENSMUSG00000025534', 'ENSMUSG00000021952', 'ENSMUSG00000045438', 'ENSMUSG00000039126', 'ENSMUSG00000053436', 'ENSMUSG00000004127', 'ENSMUSG00000036086', 'ENSMUSG00000024187', 'ENSMUSG00000004843', 'ENSMUSG00000027285', 'ENSMUSG00000046010', 'ENSMUSG00000002043', 'ENSMUSG00000020691', 'ENSMUSG00000055320', 'ENSMUSG00000022210']	21	multiplicative_modification_space	knn	False	['ENSMUSG00000022884', 'ENSMUSG00000024902', 'ENSMUSG00000033294', 'ENSMUSG00000028953', 'ENSMUSG00000047721', 'ENSMUSG00000006599', 'ENSMUSG00000032187', 'ENSMUSG00000008690', 'ENSMUSG00000004897', 'ENSMUSG00000073676', 'ENSMUSG00000020936', 'ENSMUSG00000027509', 'ENSMUSG00000022391', 'ENSMUSG00000031197', 'ENSMUSG00000009585', 'ENSMUSG00000063511', 'ENSMUSG00000014294', 'ENSMUSG00000022814', 'ENSMUSG00000015806', 'ENSMUSG00000027323', 'ENSMUSG00000024583']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.5310044064107186	0.5310044064107186	0.5310044064107186	0.62	0.5119441068099034	0.7999999999999999	0.018371666716522853	-0.05519581958651543	-0.026999065652489662	0.9	0.1	0.1	0.9	9	1	1	9	10	5	3.0	rep1	"['SmartSeq2A_E4' 'SmartSeq2A_H2' 'SmartSeq2A_A8' 'SmartSeq2A_G1'
 'SmartSeq2A_G2' 'SmartSeq2A_C3' 'SmartSeq2A_C9' 'SmartSeq2A_H5'
 'SmartSeq2A_B3' 'SmartSeq2A_A9']"	['ENSMUSG00000022559', 'ENSMUSG00000021431', 'ENSMUSG00000028986', 'ENSMUSG00000027540', 'ENSMUSG00000018548', 'ENSMUSG00000041548']	5	multiplicative_modification_space	knn	False	['ENSMUSG00000000441', 'ENSMUSG00000063931', 'ENSMUSG00000036023', 'ENSMUSG00000060475', 'ENSMUSG00000025917', 'ENSMUSG00000062169']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.19116495692878027	0.19255628119851664	0.191858096681472	0.20877290394225426	0.1588395066231408	0.5856442973164198	5.376032297705913	0.15786603093147278	0.11355992406606674	0.7	0.2	0.22	0.75	8	2	3	7	10	5	3.0	rep2	"['SmartSeq2A_G3' 'SmartSeq2A_A3' 'SmartSeq2A_H5' 'SmartSeq2A_G4'
 'SmartSeq2A_A8' 'SmartSeq2A_G2' 'SmartSeq2A_A1' 'SmartSeq2A_C1'
 'SmartSeq2A_F5' 'SmartSeq2A_B1']"	['ENSMUSG00000024856', 'ENSMUSG00000021831', 'ENSMUSG00000023030', 'ENSMUSG00000025154', 'ENSMUSG00000034190', 'ENSMUSG00000022365']	5	multiplicative_modification_space	knn	False	['ENSMUSG00000084786', 'ENSMUSG00000025817', 'ENSMUSG00000032580', 'ENSMUSG00000055612', 'ENSMUSG00000026617', 'ENSMUSG00000034160']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
0	pca_tsne	0.0666537071451271	0.06713882179118363	0.06689538498623777	0.039977790116601825	0.028771141411984277	0.49724515809884695	0.6140329673173096	-0.03746140003204346	0.05005211755633354	0.7	0.4	0.36	0.65	6	4	3	7	10	5	5.0	rep1	"['SmartSeq2A_F1' 'SmartSeq2A_A3' 'SmartSeq2A_G6' 'SmartSeq2A_C9'
 'SmartSeq2A_C11' 'SmartSeq2A_E6' 'SmartSeq2A_H6' 'SmartSeq2A_C4'
 'SmartSeq2A_G7' 'SmartSeq2A_G4']"	['ENSMUSG00000041870', 'ENSMUSG00000056851', 'ENSMUSG00000047098', 'ENSMUSG00000045294', 'ENSMUSG00000039069', 'ENSMUSG00000041453']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000014956', 'ENSMUSG00000052456', 'ENSMUSG00000024335', 'ENSMUSG00000000171', 'ENSMUSG00000062580', 'ENSMUSG00000024002']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
1	pca_tsne	0.21409496135351602	0.22920702632042245	0.22139341039056704	0.21227197346600338	0.1880761570257249	0.6038596398555418	11.860900082439645	0.37112656235694885	0.3197222948074341	0.6	0.1	0.14	0.75	9	1	4	6	10	5	5.0	rep2	"['SmartSeq2A_E4' 'SmartSeq2A_F1' 'SmartSeq2A_E10' 'SmartSeq2A_C2'
 'SmartSeq2A_G7' 'SmartSeq2A_A3' 'SmartSeq2A_F8' 'SmartSeq2A_B6'
 'SmartSeq2A_D5' 'SmartSeq2A_A7']"	['ENSMUSG00000022967', 'ENSMUSG00000066568', 'ENSMUSG00000036646', 'ENSMUSG00000031834', 'ENSMUSG00000032621', 'ENSMUSG00000021428']	6	multiplicative_modification_space	knn	False	['ENSMUSG00000029250', 'ENSMUSG00000017716', 'ENSMUSG00000035027', 'ENSMUSG00000028345', 'ENSMUSG00000025487', 'ENSMUSG00000028433']	1:1:genes_in_all_cells:False	5	3	1.0	auto	30	euclidean	2	2	True	2	5	pearson	500	10000:20	test_data/mESC/SmartSeq2A/SmartSeq2A_scran_norm_counts.tab	5000	7500	Smartseq2	10000	500	sig_only	False		scran	500
